Precursor_Conc_mM,Reducing_Agent,Stabilizer,pH,Temperature_C,Reaction_Time_min,Mixing_Speed_RPM,Particle_Size_nm,Zeta_Potential_mV,Polydispersity,Drug_Loading_Efficiency_%,Targeting_Efficiency_%,Cytotoxicity_%
3.074760776835026,ascorbic_acid,PVP,9.5,91,5,608,34,-32.431181779050526,0.38087894297401736,94.67428102597907,84.95891356881639,30.167467182846856
3.0557751100455244,citrate,citrate,9.0,50,16,843,24,-54.23098930919744,0.2909928002953306,86.9870105290728,68.55262853238483,36.95976431468131
1.4286224388509057,ascorbic_acid,PEG,8.5,72,5,441,38,-26.430060626110908,0.36161671905504167,98.0,99.0,22.010147466252317
0.9589844175525323,ascorbic_acid,PVP,10.5,76,5,769,28,-55.746689844996524,0.2905121687509632,96.89929028204033,75.812003187179,39.31158499660821
0.5367097173684815,NaBH4,PVP,10.5,90,5,837,20,-31.50836143853754,0.32750585431328755,93.68728862501943,74.14542719020343,46.48735493194882
1.4705473385102483,NaBH4,citrate,5.5,49,5,505,16,-41.64272876452752,0.40676132094314615,92.41493455435544,49.96400968933914,61.17552934664394
1.7958886600351494,NaBH4,PEG,3.5,39,20,352,16,-27.44148289456577,0.4481297554946063,98.0,77.80400653520479,46.06886421216357
1.9009186692285043,citrate,PVP,10.0,82,5,1135,30,-25.44908934761302,0.2230831628252763,94.36545425689364,74.30704506014719,26.88623072051625
0.40061317284227405,NaBH4,PEG,3.5,25,25,789,15,-26.675721184379064,0.3397449273013391,98.0,77.91336219250272,51.75817565245472
3.157089597829029,ascorbic_acid,CTAB,5.0,77,5,867,36,49.78824472761513,0.31096272988944,60.36359268819321,47.43688213592038,87.05580504509774
2.7230196441176995,citrate,PVP,9.0,99,5,437,42,-28.584929148603887,0.3782509712225154,93.21342817677049,85.44505556795852,35.233115946485846
3.293382174763745,NaBH4,PEG,5.5,56,5,120,23,-54.97812780009396,0.5379372100404096,98.0,81.74549467059568,29.287635188975585
1.9931096582567462,ascorbic_acid,PVP,11.0,74,5,955,27,-50.604932418627456,0.2928861099089625,97.57180535961648,62.20867687351635,32.05394720485119
2.3635399896876836,NaBH4,citrate,6.0,42,5,662,15,-41.813943154766065,0.4048507068593817,90.22596314668374,50.455809988606944,64.20349435797219
3.8957055251251616,ascorbic_acid,PEG,7.5,35,18,751,15,-25.81613530834055,0.35230826361171746,98.0,81.09164554875444,53.71131077691056
1.9423651607124262,ascorbic_acid,CTAB,8.5,46,14,785,27,35.42373184702942,0.31493280058973105,62.2545865130129,55.080338106794606,70.49604708179946
0.36390521429032807,citrate,PEG,9.0,96,5,869,33,-59.796065856155906,0.2564221506287941,98.0,99.0,30.583561829011757
2.590966679889772,citrate,PEG,6.0,39,16,235,27,-53.67730659206087,0.39955540263666245,98.0,95.44641482649452,15.005630605669786
1.8413843865601234,NaBH4,PEG,7.5,72,5,665,25,-52.489254691801136,0.3985267988761037,98.0,92.75526257341528,14.684317843841015
0.7110988788658134,citrate,PEG,7.5,38,22,1113,22,-47.879207924706726,0.18189669677201026,98.0,99.0,23.54736898933349
2.9419205583978436,ascorbic_acid,PEG,3.5,44,15,693,15,-55.92217254225694,0.35967616743236713,98.0,83.84868831548687,59.1677104109199
1.92996672110645,citrate,PEG,3.0,32,41,930,20,-25.83247817544314,0.264088882964536,98.0,87.40866901844767,29.356477813207555
2.9021741290132144,ascorbic_acid,PVP,7.5,64,9,1072,29,-54.69600885642381,0.2741354669886358,86.55506294451561,63.10676109453434,25.304440842829525
4.693031141657736,ascorbic_acid,PEG,6.0,53,5,1109,23,-59.405757758841844,0.30471243585906466,98.0,87.20234988827312,25.603748070298575
4.239468237801505,citrate,PVP,4.5,70,5,695,32,-36.92296762521052,0.34189289403537165,89.23096650356474,80.47240045479766,36.206695373366244
0.7271422218145733,NaBH4,CTAB,8.5,28,22,264,17,30.629483254224535,0.46378800432523754,68.67547735575556,44.20963214552938,91.92377958041509
4.268018683421575,ascorbic_acid,PEG,3.5,42,20,1053,16,-26.700833646861902,0.3039842900775458,98.0,89.50088908641055,46.33140523005456
1.158843220608007,citrate,citrate,6.0,100,5,687,31,-27.411172250767347,0.29471805501512904,84.88240641158632,68.17279526006223,32.53918809287157
4.401367382945,NaBH4,citrate,7.0,54,5,157,21,-39.41488441241114,0.5367091986273084,79.3878559505646,51.79031626216411,49.237597797485485
2.3133144142352453,citrate,PVP,5.0,65,5,878,34,-57.12731429363581,0.28285371307318175,92.11036894815928,80.31199996506228,21.561265213685175
3.5099056790271326,NaBH4,CTAB,4.0,17,29,382,15,38.987154893916575,0.4867778161315931,80.29217327307532,31.97747043085331,99.0
4.42384020519596,NaBH4,PEG,10.5,15,37,674,15,-27.65391741718247,0.4548526340341701,98.0,84.89106612200831,50.50059210386862
1.750518459119406,citrate,citrate,5.5,97,5,1042,30,-43.45891755608373,0.2356305674059821,86.12213325119879,69.05702330260738,45.19616517508478
4.536263383961565,ascorbic_acid,PVP,8.0,71,6,378,37,-26.857597780082227,0.4377282099261663,80.04279015035098,87.11286431422118,27.19834447244984
0.956919042162201,NaBH4,PVP,6.5,77,5,615,23,-25.492027968774583,0.38980584283506925,98.0,67.76656392557084,37.89248310649368
4.056240548665762,citrate,citrate,3.0,20,60,318,15,-49.93914128570641,0.4260618274424275,92.6707840406691,51.401994720417456,61.3608578783529
1.4721829147973984,NaBH4,PVP,4.0,56,5,383,25,-32.10127412384548,0.44718627348293183,94.28850572346595,70.43925029477174,27.012313331503275
2.7494225355600608,citrate,PVP,3.0,66,5,188,31,-55.723891969587655,0.4320656344260672,86.05931009031221,77.85969065007102,30.032800830686604
4.20694569940443,citrate,CTAB,8.0,78,5,593,45,50.81519369782382,0.3831482809965566,60.45252217093937,69.24421486283046,99.0
2.209094310572852,citrate,CTAB,10.0,29,48,758,25,46.64400569999797,0.28935989026270126,65.35081025142975,50.3943674958451,73.7585761299412
3.2958988717728155,NaBH4,PEG,7.0,15,26,313,15,-37.57366027215382,0.5145189581624878,98.0,78.79254232240483,40.153244308818515
1.0608787924181255,ascorbic_acid,PVP,11.0,27,38,800,16,-34.301394702404885,0.297732607627055,98.0,63.967967897100486,46.18514852777543
3.1236259289772264,citrate,CTAB,6.0,69,5,1164,32,43.05732710264769,0.24495027526238997,62.88859334300793,52.90051887368469,91.6964248114847
3.4055784792894594,citrate,PEG,5.0,22,56,958,15,-29.199408467159028,0.2914365049775699,98.0,82.85077732947502,53.591397357887764
2.080774675256625,citrate,PEG,3.5,77,5,204,45,-57.376378015453085,0.4108418062850415,98.0,99.0,29.823517463831344
4.162186889472906,NaBH4,citrate,7.0,26,10,518,15,-40.57280698522656,0.47132697133037466,98.0,49.36229790747459,58.363170380618286
2.7584184058080323,NaBH4,PEG,8.5,46,5,294,21,-25.225365428179213,0.4843605931201676,98.0,91.7025369396097,35.99939736406126
1.9353091463985947,citrate,CTAB,4.5,51,10,932,22,40.541921146214435,0.24139253959340143,66.16566916652089,45.0935173598196,88.24313413037909
1.886509268167946,citrate,citrate,3.0,45,13,936,17,-36.90269763262583,0.265669305264119,93.46918889979636,50.22187751671193,48.38574647492564
1.6347106792438528,citrate,PEG,7.5,51,10,269,28,-58.56558299281375,0.38403553383218497,98.0,96.57771089987716,15.502705648029877
1.3098463906711695,NaBH4,CTAB,3.5,46,5,861,17,43.97267651309335,0.33727824028948944,78.62318735653716,40.517716974280695,99.0
2.068716123206189,NaBH4,citrate,6.5,100,5,861,29,-48.928323767771914,0.3571454938351729,86.75623044943421,74.87903932700696,37.65724443547983
0.28610966012028205,ascorbic_acid,PEG,5.0,95,5,1143,22,-34.744600686572326,0.21644561755108704,98.0,99.0,31.88653440961528
2.8572873252094624,ascorbic_acid,PEG,11.0,65,10,1073,24,-46.481449072277556,0.2888044349933725,98.0,99.0,25.887227823192234
1.3546330690142763,citrate,citrate,10.5,36,37,782,20,-41.434828590917036,0.2787641970760853,93.48113578359714,68.32857549104504,41.748793538183776
4.953675560573654,citrate,citrate,6.5,85,5,641,42,-34.43259512880331,0.3881911946747023,78.89659149716643,82.90050765765322,38.40810018269076
0.5341630984514274,ascorbic_acid,PVP,4.5,44,7,1198,16,-56.5851537234998,0.21469872830375103,98.0,65.16919272456639,52.61043337760802
0.4572189933027272,ascorbic_acid,PVP,3.5,53,10,1003,16,-56.13726895817213,0.2261694552124707,98.0,58.839099863891775,51.21199690369681
3.626978121437962,NaBH4,PEG,4.5,86,5,759,31,-53.169181422255356,0.41110465919808176,98.0,99.0,25.46235364094619
1.4299059641889005,ascorbic_acid,PVP,3.5,89,5,972,28,-26.22924473097256,0.2857882740544581,88.70757761455495,82.42169521076721,31.919102474311188
1.4249271032841753,NaBH4,CTAB,4.5,96,5,1010,27,29.650759421961546,0.308727294542364,68.71088828663298,56.16963714831142,85.69988910807712
4.23681864178851,ascorbic_acid,PVP,8.0,27,25,1028,15,-27.737211567833956,0.3210565650271063,97.2113449213008,63.45768222440101,56.285265111299836
0.6437898704672257,ascorbic_acid,PEG,7.0,85,5,1136,27,-52.359566718659835,0.2363304995469891,98.0,99.0,23.143992474111865
3.077985399038341,citrate,PVP,6.0,50,8,373,39,-26.483368804992978,0.3773649480752966,85.72709000586879,83.31163006404329,25.635914982902882
2.7646480665445634,citrate,PEG,9.0,51,6,967,25,-53.015004708844046,0.2720536563103418,98.0,99.0,22.425726125227865
2.3291025585871767,citrate,PVP,8.5,41,15,274,23,-53.980129792676905,0.39104423001893346,94.57728919935,67.52857900903511,31.28297423713239
3.923843005497804,ascorbic_acid,CTAB,4.5,81,5,588,40,37.4897882156658,0.4129931269175848,66.33130216739517,62.686579176676794,84.04580512650134
3.2896909420785563,ascorbic_acid,PEG,7.0,31,15,461,19,-27.21595917029481,0.4236964477590043,98.0,81.30758383385965,39.90460562509347
2.7401837442941335,citrate,PEG,11.0,19,78,460,16,-28.411833453549797,0.3854472848679359,98.0,84.02516752446101,42.61541740574772
4.054130905331569,ascorbic_acid,PEG,9.0,17,50,1089,15,-53.75296761588832,0.31167103104071714,98.0,80.93830480829315,39.06906494892926
4.769798103776606,ascorbic_acid,PVP,5.0,32,20,1142,15,-27.80550736412096,0.2998171398648312,98.0,69.4932170413727,56.732660182821235
3.8881363043175847,citrate,PVP,8.0,53,13,692,32,-29.53554139536532,0.33183302947446,83.98670847463194,82.35454166922955,29.295388249367583
3.67142106712274,citrate,CTAB,4.0,27,55,109,18,34.612517284225305,0.4457400724095027,72.63328255119468,31.103130837043036,99.0
3.14799385561787,NaBH4,CTAB,4.5,79,5,213,38,37.58658388401423,0.4987165836168348,64.91774905961921,54.71014299862907,81.74785860687231
1.6990583115667377,NaBH4,PVP,6.0,61,5,426,25,-48.963874719157985,0.4229249928129761,95.47410898741991,64.29458918251447,26.65684074801259
3.0096321559671164,citrate,PEG,4.5,29,41,520,19,-53.20797789373465,0.361352425295036,98.0,86.75459812101182,35.78175926069486
2.0199374200891502,ascorbic_acid,PEG,5.5,71,5,779,25,-25.36125216713785,0.32926150977449875,98.0,86.3982583038666,25.323343728940333
1.6939461567128526,ascorbic_acid,citrate,9.5,71,8,595,24,-37.53906334264515,0.34926883190737296,80.5261790689596,65.57024235005457,40.95922385325499
4.765886749918214,citrate,PVP,4.5,62,10,535,32,-52.76133665562013,0.4036553349695674,89.70711814761647,69.92518254861278,27.544231801916
0.9829591952279249,citrate,citrate,10.0,37,30,266,22,-35.82140166780606,0.37282856973171064,88.22019387368181,66.11615415958646,42.3583876110082
1.6287216995994507,ascorbic_acid,PEG,4.5,32,25,468,20,-39.86063556414199,0.3833282782524565,98.0,90.54221781344222,30.803403649010004
0.35317673612400946,ascorbic_acid,PEG,5.5,27,35,758,17,-29.580939235136846,0.3007539766382214,98.0,81.48758294601966,44.21074944060044
4.539826596358177,citrate,PEG,3.0,26,42,430,15,-58.09366421575923,0.4038154785670053,98.0,78.59012405965174,50.68633623917664
1.7339667086204515,ascorbic_acid,PVP,10.0,53,8,551,29,-27.808477384923638,0.3598474150411389,89.93527125096324,74.18939744432623,26.920549269841228
2.821927578118715,citrate,PEG,11.0,63,8,1118,29,-54.89940856097718,0.2240918089695412,98.0,94.7347856190636,24.61782496776755
4.635058818474216,citrate,CTAB,8.5,33,28,695,24,49.11330966015611,0.35595677061765174,72.14000064104093,55.93294188060702,82.44732866557321
0.1098907369663462,citrate,PVP,7.5,67,7,761,29,-25.52764870564363,0.2565324118928553,91.54429183186448,81.8090772078437,26.21708915200821
2.7557513669598532,NaBH4,PVP,7.0,60,10,717,20,-25.208118106427943,0.40454173810315464,97.95272149666529,66.99831164304248,30.8262089061608
4.981685203971896,citrate,PEG,7.0,56,5,311,28,-55.3035237991012,0.4434378005197716,98.0,85.65641098471586,19.726773020762487
4.43632511008488,citrate,PEG,9.0,60,11,486,33,-57.30111710451487,0.40492950045559833,98.0,99.0,19.19582136268732
4.487195836850529,ascorbic_acid,PEG,3.5,75,14,462,35,-29.087603947400527,0.42698060508701974,98.0,99.0,25.0234656538383
3.0343424603892513,citrate,PEG,6.0,75,5,974,39,-58.11691768275914,0.2639439471473419,98.0,99.0,26.704884469908706
4.089215859396693,ascorbic_acid,PVP,5.0,15,47,295,15,-58.69714775475512,0.47923339126433895,98.0,54.68684656717967,56.33697387226573
4.065689551597786,NaBH4,PEG,11.0,72,5,906,27,-27.326762286893114,0.39608508744264487,98.0,84.57286767014818,26.717708105250516
1.5501201554074175,ascorbic_acid,CTAB,9.5,37,23,1168,18,39.968649088768636,0.21761903323346904,78.64513355710778,44.809490246820054,95.0327364575283
1.835929503364357,citrate,PVP,7.0,42,14,1134,22,-35.159041065445095,0.21043684317298678,98.0,61.15905785619239,36.84793066885307
0.9413001477567029,ascorbic_acid,CTAB,3.0,48,8,192,25,44.03339789305814,0.41947321236586516,64.97813239604181,44.127405666475504,72.4329710227866
4.488806410332016,citrate,PEG,3.0,76,5,628,39,-51.87810039700669,0.381183031854863,98.0,99.0,24.00763403346708
4.383436342569428,citrate,PVP,7.0,85,5,817,36,-50.49125462316019,0.3379519538398988,86.3359437517879,75.34650314758267,31.47306563884739
3.741099544193763,NaBH4,PEG,11.0,59,5,181,24,-34.56520586755861,0.5178079890966618,98.0,84.9506850038281,35.57010940285375
3.3179744751358795,ascorbic_acid,PVP,8.0,16,48,1185,15,-28.970098876102675,0.2752054602026448,98.0,54.11192099078278,54.86086888264514
3.4196197326350175,NaBH4,PVP,8.5,43,7,670,17,-27.330109171711644,0.4224170538324094,98.0,63.8024076237251,57.47462812355596
0.8667359084176429,ascorbic_acid,PEG,10.5,22,53,715,15,-52.51993994651199,0.30473232959281255,98.0,86.43664392350377,45.96398539811494
1.9757139457383006,NaBH4,PEG,11.0,76,5,604,24,-33.18578928019044,0.4101135076815778,98.0,84.49368870475453,33.90374205158729
4.093204669848642,NaBH4,PEG,5.5,98,5,439,36,-30.119477187545915,0.48619491376959567,98.0,99.0,28.02063584811628
